id,label,sentence,label_des,original_label
2662,46,双十一可以退换的吗,买家要求取消退换货退款,46
2663,38,你好，麻烦抽空处理下差价 /:^_^,买家讨价还价,38
2664,43,我的还没有发货，麻烦你帮我把黑色的那件换成卡其色的，谢谢,买家要求改商品信息,43
2665,33,那你忙吧，不打扰了亲,买家发送结束语,33
2666,67,之前有申请开电子发票的,买家咨询能否开发票及发票类型和寄送时间,67
2667,60,不是这同一件买一送一吗？,买家咨询活动规则,60
2668,22,我申请退款了，你们同意一下。,买家表示需要退货退款,50
2669,94,我拍下你们现在改价不也可以吗？,买家咨询是否可以改价,94
2670,75,请问你这是独立小包装吗？,买家咨询商品包装,75
2671,64,我邮寄到付对吗,买家咨询能否到付,64
2672,29,已经三天了，再不发货我会选择退款,买家催促发货,29
2673,5,嗯嗯呢,买家表示好的,5
2674,49,我地址弄错了。怎么办,买家要求修改收件信息,49
2675,60,可不可以送勺子,买家咨询活动规则,60
2676,84,预售款么,买家咨询商品是不是预售款,84
2677,67,老板开发票,买家咨询能否开发票及发票类型和寄送时间,65
2678,60,是不是双11才优惠啊,买家咨询活动规则,60
2679,102,亲我想退了重新买,买家咨询是否有味道,102
2680,1,你们这个发货太不负责任了，不来问你你们就不管，四五天都还不发货,买家表达不满/生气,1
2681,65,这个可以做70*200的吗？,买家咨询能否定制,65
2682,100,应该后天能到哈,买家咨询是否有买家秀,100
2683,15,我拍了两个裤子,买家表示是老顾客,15
2684,71,你还没回答我的问题！！！ /:>W< /:>W< /:>W<,买家咨询如何领取优惠券,71
2685,105,要定制个榻榻米的垫子,买家咨询退换货运费由谁承担,105
2686,7,给你添麻烦了。 /:^_^ /:^_^,买家表示麻烦卖家，表达感谢,7
2687,37,地址错了了可以改么,买家确认地址是否修改成功,37
2688,49,可以不可以换地址呀,买家要求修改收件信息,49
2689,22,那干脆面你就给我退款吧！怎么操作,买家表示需要退货退款,22
2690,94,花呗钱不够了，能不能给我改一下价格,买家咨询是否可以改价,94
2691,5,实在不行就这样也行,买家表示好的,5
2692,1,不回？,买家表达不满/生气,1
2693,36,看了评论，都说你们家的包装太差，到手很多包装箱都已经摔坏，里面的曲奇饼干都碎了。,买家反馈收到的商品有问题,36
2694,23,我想重拍80,买家表示要重拍,23
2695,104,换货快递已退回,买家咨询退换货规则,104
2696,77,你这个什么材料做的？,买家咨询商品的材质/面料,77
2697,1,我都给友友们说了，你家东西挺好的！服务态度也好！以后还会再来的！,买家表达不满/生气,1
2698,111,你好，我换货的话，中通快递可以用吗,买家咨询物流信息,111
2699,65,你们是什么材质做成的,买家咨询能否定制,65
2700,82,价格不一样的都有些什么区别,买家咨询商品区别,58
2701,7,那天到货吗,买家表示麻烦卖家，表达感谢,7
2702,38,你好！还想订你家的宝贝！价格最低多少,买家讨价还价,38
2703,60,双十二499？,买家咨询活动规则,60
2704,49,原来这里可以修改地址啊,买家要求修改收件信息,49
2705,82,68和78有什么区别,买家咨询商品区别,82
2706,52,还会不会有货以后,买家咨询补货/上货时间,52
2707,7,好了。谢谢哦,买家表示麻烦卖家，表达感谢,7
2708,97,有发邮政么,买家咨询是否可以指定快递,97
2709,31,退款申请，我已经撤回了，好不好,买家打招呼,31
2710,58,你好 我这个买三免一的 确认收货之后返现是吗,买家咨询返现时间,58
2711,48,运费险怎么用的呢？,买家要求退运费,48
2712,67,笔可以开专票吗,买家咨询能否开发票及发票类型和寄送时间,67
2713,82,这个跟之前的有什么区别,买家咨询商品区别,82
2714,55,一般你们都是什么快递公司送的,买家咨询发什么快递,55
2715,4,你们原生产地在哪里啊,买家表示地址正确,4
2716,71,双十二会做活动吗?,买家咨询如何领取优惠券,71
2717,16,不改地址,买家表示收件信息不需要修改了,37
2718,12,我买几个。怎么改价格啊！,买家表示商家发错货了,12
2719,23,然后我一会重新拍可以吗,买家表示要重拍,23
2720,57,你确定吗 我确认收货以后你给我返20啊,买家咨询返现金额,57
2721,49,给我改一下地址行吗？,买家要求修改收件信息,49
2722,71,双11也不参与活动吗,买家咨询如何领取优惠券,71
2723,7,好的[emoji]谢谢,买家表示麻烦卖家，表达感谢,7
2724,105,那这是我垫付的运费,买家咨询退换货运费由谁承担,105
2725,53,等一下~,买家咨询到货时间,53
2726,47,不是買一送一嗎,买家要求添加商家微信,47
2727,41,是不是可以申请补贴5元呢,买家要求补偿,41
2728,82,通明2.0和通明3.0有什么区别,买家咨询商品区别,82
2729,69,杭州华海信息科技有限公司,买家咨询偏远地区是否发货,69
2730,105,寄回还要我出运费吗,买家咨询退换货运费由谁承担,105
2731,13,我的地址，改了吗,买家表示商品已经寄回去了,13
2732,17,你们图片欺骗了我,买家表示送人的,17
2733,31,亲亲   您好,买家打招呼,31
2734,90,饼干是两斤吗,买家咨询商品重量,90
2735,65,不可以定做吗,买家咨询能否定制,65
2736,41,我5星好评，你给点补偿吧。,买家要求补偿,41
2737,90,两斤是整箱吗,买家咨询商品重量,90
2738,45,亲怎么涨价了,买家要求核对订单信息,45
2739,109,20升和23升的有什么区别,买家咨询退款去向,109
2740,46,我须要开发票,买家要求取消退换货退款,46
2741,82,你好，请问升级卷和普通款有什么区别,买家咨询商品区别,82
2742,40,就是不那么甜的，闲的有没,买家需要商品推荐,40
2743,1,??对不起我智障了,买家表达不满/生气,1
2744,60,不是，我是说这两者的区别,买家咨询活动规则,60
2745,73,亲，你那边发货了没,买家咨询商家发货地,73
2746,114,就是质保多长时间啊？,买家咨询运费险赔付规则,114
2747,49,我要改发货地址,买家要求修改收件信息,49
2748,112,我想问下，我有好多优惠券，可以叠加吗,买家咨询优惠券使用规则,112
2749,60,请问，发什么快递？,买家咨询活动规则,60
2750,90,请问这个有多重,买家咨询商品重量,90
2751,113,还想问下，那我运费怎么退呀,买家咨询运费金额,113
2752,104,我买的这个如果不满意，也可以退吗,买家咨询退换货规则,104
2753,71,这款衣衣有优惠券吗？,买家咨询如何领取优惠券,71
2754,75,大家都姓文，保证质量哈！,买家咨询商品包装,75
2755,97,申通快递 谢谢,买家咨询是否可以指定快递,97
2756,114,咦，没有收到退的邮费呢？,买家咨询运费险赔付规则,114
2757,60,你好，双十二可以用购物津贴吗,买家咨询活动规则,60
2758,81,请问1kg有多少个呢,买家咨询商品具体尺码尺寸,81
2759,46,不退款了 怎么取消了,买家要求取消退换货退款,46
2760,20,亲，你们这个物流也太慢了吧,买家表示物流太慢了,20
2761,31,那我申请退款重新拍行吗,买家打招呼,31
2762,22,你那边同意一下吧退货,买家表示需要退货退款,22
2763,60,亲，在吗，参加双十一津贴吗,买家咨询活动规则,60
2764,99,双十一优惠好多啊,买家咨询是否有活动,99
2765,89,厚道的都是超过一定重量的,买家咨询商品质量是否有保障,89
2766,111,能查查到哪里了吗,买家咨询物流信息,111
2767,60,买三免一可以用津贴吗,买家咨询活动规则,60
2768,99,双十一的四免一活动,买家咨询是否有活动,99
2769,20,那同意下退货,买家表示物流太慢了,20
2770,3,那我不要了可以？,买家表示不想要了,3
2771,60,买二送一是送什么？,买家咨询活动规则,60
2772,22,那我申请退款再重新拍对吧,买家表示需要退货退款,22
2773,56,最终确认收货后，是直接微信转账？,买家咨询返现方式,56
2774,113,裤子今天退出,买家咨询运费金额,113
2775,90,而且味道还特别大,买家咨询商品重量,90
2776,3,衣服收到了孩子不太喜欢,买家表示不想要了,3
2777,43,可以把我拍的卫衣颜色改成米白色吗,买家要求改商品信息,43
2778,105,换的邮费你们负责吗？,买家咨询退换货运费由谁承担,105
2779,26,买第二件也能领券吗？,买家表示优惠券无法使用,26
2780,80,能按双十二的价格给么,买家咨询商品价格,80
2781,47,这款169的和199的有什么区别,买家要求添加商家微信,47
2782,21,好的那买3x的试试吧,买家表示先买来试试,21
2783,86,送的东西都有什么,买家咨询商品是否有赠品,86
2784,38,老板，现在买可以便宜嘛,买家讨价还价,38
2785,110,你好收到了吗,买家咨询退款时间,110
2786,116,发什么快递？新疆,买家咨询赠品是否可以自选,116
2787,49,我要改地址，改不了啊,买家要求修改收件信息,49
2788,59,怎么还是拍不了,买家咨询换货发货时间,59
2789,38,你这个最低多少,买家讨价还价,38
2790,24,东西收到了..,买家表示已经收到货了,24
2791,90,我年前补发的东西发出来了吗,买家咨询商品重量,90
2792,37,有运费险，那我退货再重新买吧,买家确认地址是否修改成功,37
2793,0,那你家怎么在双11涨价了？,买家抱怨商品涨价了,0
2794,0,亲，第二件涨价了,买家抱怨商品涨价了,0
2795,4,地址错了。,买家表示地址正确,4
2796,38,不说给我优惠五元的吗,买家讨价还价,38
2797,29,麻烦快点发货呦,买家催促发货,29
2798,108,退货收韵达快递吗？,买家咨询退款金额,108
2799,22,怎么申请退款,买家表示需要退货退款,71
2800,41,发货了，都过去6天了那衣服飞到哪里了,买家要求补偿,41
2801,90,七天无理由退换也要我承担运费吗,买家咨询商品重量,90
2802,92,那件套装还能享6折吗,买家咨询是否可以打折,92
2803,49,老板，我地址系统给搞错了。给我定错区了，能不能联系快递改回来？,买家要求修改收件信息,49
2804,49,要1740件优惠多少,买家要求修改收件信息,49
2805,96,今天下单可以开票，和货品一起寄过来吗,买家咨询是否可以微信支付,96
2806,77,电机是什么材质呢？,买家咨询商品的材质/面料,77
2807,7,噢，好吧，谢谢,买家表示麻烦卖家，表达感谢,7
2808,9,你们收什么快递,买家表示拍错了,9
2809,21,亲，裤子我想换s试试,买家表示先买来试试,21
2810,38,直接少五元嘛,买家讨价还价,38
2811,105,是送收纳箱不,买家咨询退换货运费由谁承担,105
2812,73,你好，我着急用，明天可以帮我发货吗，顺丰,买家咨询商家发货地,73
2813,25,那我那个已经下单了，付款了,买家表示已下单付款,25
2814,88,你好，这条裤子是什么颜色的？,买家咨询商品是什么颜色,88
2815,82,和这款有什么区别呢,买家咨询商品区别,82
2816,46,亲，退款不能撤销吗,买家要求取消退换货退款,46
2817,71,退货的话邮费不用我付的是吗？,买家咨询如何领取优惠券,71
2818,67,这个一件是多少克？,买家咨询能否开发票及发票类型和寄送时间,67
2819,67,开收据随货走宜兴市中超利永紫砂陶有限公司南京分公司,买家咨询能否开发票及发票类型和寄送时间,67
2820,67,您好，问下发票大概什么时候开好,买家咨询能否开发票及发票类型和寄送时间,67
2821,60,返场活动是什么意思？,买家咨询活动规则,60
2822,98,已收到货了，全五星好评有奖励吗亲,买家咨询是否有好评返现,98
2823,55,适合送礼吗,买家咨询发什么快递,55
2824,88,展示的是什么颜色,买家咨询商品是什么颜色,88
2825,99,亲你们店什么时候有聚划算活动,买家咨询是否有活动,99
2826,20,你家物流好慢额，能催一下快递吗,买家表示物流太慢了,20
2827,38,好的，如果我现在购买，双十一有优惠怎么办,买家讨价还价,38
2828,7,XS的什么时候有货？,买家表示麻烦卖家，表达感谢,7
2829,21,有运费险吧？我先买个2X的回来看看,买家表示先买来试试,21
2830,59,我换的货什么时候发出来,买家咨询换货发货时间,59
2831,105,好的  那我明天  退  看多少运费,买家咨询退换货运费由谁承担,105
2832,0,这个有送收纳盒么,买家抱怨商品涨价了,0
2833,51,双十二做活动么,买家要求延长收货时间,51
2834,97,请问支持中通吗,买家咨询是否可以指定快递,97
2835,86,送礼物吗,买家咨询商品是否有赠品,86
2836,50,因为是预售？,买家要求延迟发货,50
2837,44,没有退邮费吗？,买家要求改运费,44
2838,97,您好，真的不能指定发邮政吗？,买家咨询是否可以指定快递,97
2839,97,不要韵达百世,买家咨询是否可以指定快递,97
2840,1,哎，今年rng太让人失望了,买家表达不满/生气,1
2841,82,羊羔绒和水晶绒什么区别,买家咨询商品区别,82
2842,74,我看衣服已经签收？,买家咨询商家是否收到寄回的商品,74
2843,60,玫瑰花是买二送一吗,买家咨询活动规则,60
2844,75,外面是什么包装,买家咨询商品包装,75
2845,74,你好 我退货的衣服你们收到了吗,买家咨询商家是否收到寄回的商品,74
2846,106,那你们不认百世快递，汇通快递也行呀,买家咨询退换货支持快递,106
2847,3,这个两种有什么不一样,买家表示不想要了,3
2848,97,其他的快递不太方便,买家咨询是否可以指定快递,97
2849,96,购买可以微信支付吗,买家咨询是否可以微信支付,96
2850,25,拍好了，亲,买家表示已下单付款,25
2851,15,亲，你家老客户了,买家表示是老顾客,15
2852,53,什么时候可以有码数,买家咨询到货时间,53
2853,54,今天可能发货,买家咨询发货时间,54
2854,92,但也没写说是一块儿拍不打折呀,买家咨询是否可以打折,92
2855,114,这个换码的到哪里了,买家咨询运费险赔付规则,114
2856,29,最好今晚要送，明天一大早出差,买家催促发货,29
2857,20,你这快递太慢了,买家表示物流太慢了,20
2858,94,不能直接改一下价格么,买家咨询是否可以改价,94
2859,46,就是货退回了，我可以退款了是吧,买家要求取消退换货退款,46
2860,25,我说我已经付款了。,买家表示已下单付款,25
2861,105,如果我换件别的款，需要运费吗？,买家咨询退换货运费由谁承担,105
2862,110,多谢，最后问一下下单后到北京的话大概多久需要？,买家咨询退款时间,110
2863,60,买两份送两份对吧,买家咨询活动规则,60
2864,56,你的货收到了吗？什么时候再发货？,买家咨询返现方式,56
2865,105,付好了，发票一起寄过来,买家咨询退换货运费由谁承担,105
2866,5,下单后要多久发货呢？,买家表示好的,5
2867,56,支付宝余额里没有啊,买家咨询返现方式,56
2868,84,双12拍的话 还是预售吗,买家咨询商品是不是预售款,84
2869,32,就是没看见撤销,买家对特定款式/颜色表达喜好,32
2870,23,那今天下单，可以发货吗,买家表示要重拍,23
2871,77,全铝合金吗,买家咨询商品的材质/面料,77
2872,102,有呛鼻子的味道么,买家咨询是否有味道,102
2873,105,那我换货，只需要我付退过去的运费吧,买家咨询退换货运费由谁承担,105
2874,54,如果定做也不行嘛？,买家咨询发货时间,54
2875,88,那这款是什么材质的,买家咨询商品是什么颜色,88
2876,101,我重拍吧，我怕您发错,买家咨询是否有实体店,101
2877,75,有盒子包装吗？,买家咨询商品包装,77
2878,79,1.5多少个,买家咨询商品规格数量,79
2879,65,这个300的券跟1000减100的是不是可以叠加？,买家咨询能否定制,65
2880,31,在亲，,买家打招呼,31
2881,97,圆通bb,买家咨询是否可以指定快递,97
2882,58,这样一袋是多少g,买家咨询返现时间,58
2883,61,活动什么喜欢,买家咨询快递单号,61
2884,90,这个1kg多少个,买家咨询商品重量,90
2885,73,现在拍下晚一点发货,买家咨询商家发货地,73
2886,6,我现在寄过去吧,买家表示具体时间寄回去,6
2887,21,那你们先别发货啊！，我重新拍,买家表示先买来试试,21
2888,67,发票跟货一起发过来,买家咨询能否开发票及发票类型和寄送时间,67
2889,69,买两罐送勺子吧,买家咨询偏远地区是否发货,69
2890,60,46吗？送赠品,买家咨询活动规则,60
2891,49,给我改一下收货地址吧,买家要求修改收件信息,49
2892,99,双十一这条裤子还会有活动吗,买家咨询是否有活动,99
2893,86,买了直接送收纳盒吗,买家咨询商品是否有赠品,86
2894,0,你那个梳子有点小贵,买家抱怨商品涨价了,0
2895,7,不用了。。买了好多了。,买家表示麻烦卖家，表达感谢,7
2896,75,小包装是一条一条的吗,买家咨询商品包装,75
2897,19,又买不了,买家表示无法下单,19
2898,103,那算了，还是退了，急用的，抱歉,买家咨询退换货地址,103
2899,43,亲东西到是收到了但是包装纸箱太差了收到吋纸箱都快破了还好沒有掉出来老顾客了只提这一点 /:!,买家要求改商品信息,43
2900,75,一样的包装吗,买家咨询商品包装,75
2901,29,亲  我的货怎么还没有发呢,买家催促发货,29
2902,59,就不能送一个,买家咨询换货发货时间,59
2903,82,这两个口感有区别吗？,买家咨询商品区别,82
2904,113,大概多久发,买家咨询运费金额,113
2905,1,你们太不负责任了，来来回回得多少天,买家表达不满/生气,1
2906,62,我要下次购物有什么优惠吗？,买家咨询买多件能否优惠,62
2907,4,你们下一次啥时候上新,买家表示地址正确,4
2908,97,请给我备注一下，发邮政,买家咨询是否可以指定快递,97
2909,4,地址填错了可以修改吗,买家表示地址正确,4
2910,66,那有货的可以先发？,买家咨询能否分开/一起发货,66
2911,16,算了 地址还是不用改了,买家表示收件信息不需要修改了,16
2912,77,那个衣服已经换货啦，你们单号给我吧。,买家咨询商品的材质/面料,77
2913,86,推荐里面送不送多少东西。,买家咨询商品是否有赠品,86
2914,57,就是收到货以后再返12元,买家咨询返现金额,57
2915,49,改地址的话是不是要更久,买家要求修改收件信息,49
2916,110,周一发出，退掉，退款具体什么时候到账,买家咨询退款时间,110
2917,110,到时候你什么样退6元给我,买家咨询退款时间,110
2918,60,我说的新品买一送一,买家咨询活动规则,60
2919,97,这个可以邮政发吗？,买家咨询是否可以指定快递,97
2920,3,款式有点不太喜欢,买家表示不想要了,3
2921,59,你好发票已经寄了吗,买家咨询换货发货时间,59
2922,90,这款是几斤,买家咨询商品重量,90
2923,109,买一赠一什么意思,买家咨询退款去向,109
2924,7,那里加,买家表示麻烦卖家，表达感谢,7
2925,44,之前说邮费不能改,买家要求改运费,44
2926,80,金银花多少钱一斤,买家咨询商品价格,80
2927,82,乌东面和车仔面有什么区别吗,买家咨询商品区别,82
2928,60,可以退款重新下单吗？我忘了跨店凑满200减20的活动,买家咨询活动规则,60
2929,82,这个也不一样呀,买家咨询商品区别,82
2930,54,亲，我刚刚拍码数错了，现在可以帮我改吗,买家咨询发货时间,54
2931,77,皮的？,买家咨询商品的材质/面料,77
2932,113,不好意思 不等了,买家咨询运费金额,113
2933,3,不要了,买家表示不想要了,3
2934,58,对了，现在可以返现了吗？,买家咨询返现时间,58
2935,15,都在你们家买过很多次了,买家表示是老顾客,15
2936,90,你好，一平勺大约多少克,买家咨询商品重量,90
2937,93,亲 能发顺丰吗,买家咨询是否可以发顺丰,93
2938,65,可以定制吗宿舍服吗,买家咨询能否定制,65
2939,104,你好，不合适的衣服之后可以退换吗,买家咨询退换货规则,104
2940,67,罗满早。13908449785。湖南省衡阳市衡东县城关镇中学围墙。。,买家咨询能否开发票及发票类型和寄送时间,67
2941,73,广东，不是浙江杭州吗？,买家咨询商家发货地,73
2942,9,给我发错货了，,买家表示拍错了,9
2943,110,能早发吗？因为学校放假回家就收不到,买家咨询退款时间,110
2944,55,行 内蒙发什么快递？？,买家咨询发什么快递,55
2945,4,对的。地址对的。,买家表示地址正确,4
2946,24,你好能帮我改一下地址吗,买家表示已经收到货了,24
2947,67,发票随货还是收货联系您,买家咨询能否开发票及发票类型和寄送时间,67
2948,3,不要以这种方式推卸责任,买家表示不想要了,3
2949,22,可以，我申请退款,买家表示需要退货退款,22
2950,43,我怎么调换,买家要求改商品信息,43
2951,79,一斤有多少包,买家咨询商品规格数量,79
2952,62,那是不是这个活动就是没有啊,买家咨询买多件能否优惠,62
2953,75,前两天买散装的有两个瘪了的，请保证这次包装好点,买家咨询商品包装,75
2954,105,货的话是不是直接寄给你们？,买家咨询退换货运费由谁承担,105
2955,61,这款s号还补货么,买家咨询快递单号,61
2956,48,在吗，运费啥时候退给我,买家要求退运费,48
2957,79,这个面包两斤大概几包啊,买家咨询商品规格数量,79
2958,30,腰围太紧，穿着不满意,买家催促回复,30
2959,67,就是直接也可以开专票给我们嘛,买家咨询能否开发票及发票类型和寄送时间,67
2960,107,可以叠加499减20？,买家咨询退货退款原因选什么,107
2961,75,这种玩具有没有包装盒子的？,买家咨询商品包装,75
2962,65,纸质发票随货物一同发即可，发票用信用装着贴在货物最外侧,买家咨询能否定制,65
2963,60,这个是和图片一样的吗,买家咨询活动规则,60
2964,6,我寄出啦,买家表示具体时间寄回去,6
2965,106,催下快递尽快吧谢谢,买家咨询退换货支持快递,106
2966,97,能发快递吗,买家咨询是否可以指定快递,97
2967,109,11号再买现在都没活动呀,买家咨询退款去向,109
2968,53,我寄回去的你们收到了吗？,买家咨询到货时间,53
2969,101,实体店在哪里,买家咨询是否有实体店,101
2970,65,可以定做尺寸吧？,买家咨询能否定制,65
2971,78,你好 这个衣服色差太大了吧,买家咨询商品的色差问题,78
2972,1,三天都不揽收！！！好过分！！,买家表达不满/生气,1
2973,25,就是已经买了你的食品,买家表示已下单付款,25
2974,16,要不到了余干县  就让改地址 到时候联系谁 它是先经过余干县城的,买家表示收件信息不需要修改了,16
2975,111,亲，查下我的件到哪了吧,买家咨询物流信息,111
2976,49,寄香港,买家要求修改收件信息,49
2977,47,知道的哟 老顾客了,买家要求添加商家微信,47
2978,49,好，你让他们查查看是不是快递出了什么问题了，盒子坏了，或者找不到了什么的,买家要求修改收件信息,49
2979,93,这一款现在买能优惠吗？,买家咨询是否可以发顺丰,93
2980,97,发中通么？,买家咨询是否可以指定快递,97
2981,90,你好 老板 我这个拍错了 多拍了4件怎么办,买家咨询商品重量,90
2982,82,床单跟床笠是什么区别,买家咨询商品区别,82
2983,20,现在用邮政太慢了,买家表示物流太慢了,20
2984,3,单纯的不想要了,买家表示不想要了,3
2985,73,你们从哪边发货啊？我明天下午要用,买家咨询商家发货地,73
2986,55,请问发什么快递的,买家咨询发什么快递,55
2987,1,为什么还不发出快递，明天上午回家了之后就收不到了还要等两天,买家表达不满/生气,1
2988,75,买这个送碗吗,买家咨询商品包装,75
2989,62,这一套买多能便宜多少钱,买家咨询买多件能否优惠,62
2990,24,准备给我爸买的,买家表示已经收到货了,24
2991,86,亲这个都送什么呀？,买家咨询商品是否有赠品,86
2992,33,还是纸质？,买家发送结束语,33
2993,82,车仔面和乌冬面都一样吗,买家咨询商品区别,82
2994,104,那您怎么给我换的,买家咨询退换货规则,104
2995,90,半斤是吗,买家咨询商品重量,90
2996,16,能改地址不能？,买家表示收件信息不需要修改了,16
2997,46,可以穿，还行妹妹说就留下不换了,买家要求取消退换货退款,46
2998,77,确定那里面有棉吗,买家咨询商品的材质/面料,77
2999,53,还没有到吗,买家咨询到货时间,53
3000,38,这个是最低价了嘛,买家讨价还价,38
3001,99,请问这件衣服双十二有优惠吗？,买家咨询是否有活动,99
3002,113,请一定保证质量哈亲,买家咨询运费金额,113
3003,105,那你有没有给我转那个运费呀？,买家咨询退换货运费由谁承担,105
3004,23,我把裤子退了从新拍,买家表示要重拍,23
3005,21,好吧    我再逛逛,买家表示先买来试试,21
3006,66,你这边是从苏州发货的吗,买家咨询能否分开/一起发货,66
3007,3,昨天这个我不要了,买家表示不想要了,3
3008,60,买一送一是什么来的,买家咨询活动规则,60
3009,49,地址 ：辽宁省沈阳市和平区和平北大街 184号 中铝科技大厦 赵云鹤 17740072033,买家要求修改收件信息,49
3010,94,这个净含量多重？,买家咨询是否可以改价,94
3011,53,老客户有没有优惠啦,买家咨询到货时间,53
3012,36,亲，涨袋了,买家反馈收到的商品有问题,36
3013,21,拍条试试吧,买家表示先买来试试,21
3014,64,有个可以到付吗？,买家咨询能否到付,64
3015,52,这套衣服的头饰后期会出么？,买家咨询补货/上货时间,52
3016,50,你好，水煮鱼配料地址我填错了,买家要求延迟发货,50
3017,39,现在看到了不好意思,买家向商家表达不好意思,39
3018,75,礼盒多大？,买家咨询商品包装,75
3019,90,你好，欧式面包每箱3斤大约多少个,买家咨询商品重量,90
3020,82,别都是一样的,买家咨询商品区别,90
3021,58,我的买一送一的打底裤收到货了怎么返现,买家咨询返现时间,58
3022,86,只送一个？,买家咨询商品是否有赠品,86
3023,17,如果我买了两件地址能分开发货吗？,买家表示送人的,17
3024,110,弄错了，衣服的还没收到呢,买家咨询退款时间,110
3025,67,你好，麻烦帮我开发票吧,买家咨询能否开发票及发票类型和寄送时间,67
3026,86,我买一份也送收纳箱吗,买家咨询商品是否有赠品,86
3027,99,亲，这个裤子是买1送1吗？,买家咨询是否有活动,99
3028,50,希望你们能尽快帮我发货，谢谢,买家要求延迟发货,50
3029,22,鞋子刚收到了，太小，不合适，需要退货 /:018,买家表示需要退货退款,22
3030,82,价格不一样，有啥区别,买家咨询商品区别,82
3031,12,衣服是不是发错了,买家表示商家发错货了,12
3032,23,我再从新拍一条,买家表示要重拍,23
3033,74,外包装也压坏了，已被收垃圾的收走了,买家咨询商家是否收到寄回的商品,74
3034,49,你好、麻烦地址改一下,买家要求修改收件信息,49
3035,87,亲，三年质保是有问题换新吗,买家咨询商品是否有质保，质保多久,87
3036,60,我是不是在买一袋送一袋呀,买家咨询活动规则,60
3037,102,就是有股味道,买家咨询是否有味道,102
3038,60,这两个可以买一，送一吗,买家咨询活动规则,60
3039,12,不要发错了噢。上次发错了,买家表示商家发错货了,12
3040,49,山东省青岛市平度天山路9号欧罗德软包,买家要求修改收件信息,49
3041,36,你这衣服啥颜色啊，差的也太多了,买家反馈收到的商品有问题,36
3042,104,我现在不可以退换了。,买家咨询退换货规则,104
3043,79,我买了5份虾 应该给我发多少斤  15斤吗  就是15袋  是吗,买家咨询商品规格数量,79
3044,4,这虾一包多重,买家表示地址正确,4
3045,49,我的的收货地址要改一下行吗？,买家要求修改收件信息,49
3046,41,午睡了 /:815,买家要求补偿,41
3047,34,我能退了从新买嘛,买家发送开票信息,34
3048,15,没发现在你家买这么多次了,买家表示是老顾客,15
3049,86,怎么没送勺子,买家咨询商品是否有赠品,86
3050,29,什么时候给我发一个，请尽快啊,买家催促发货,29
3051,7,号买错了…,买家表示麻烦卖家，表达感谢,7
3052,31,你好亲亲,买家打招呼,31
3053,110,我办理退款了,买家咨询退款时间,110
3054,97,只想买一瓶可是不能发中通,买家咨询是否可以指定快递,97
3055,1,反正我不管,买家表达不满/生气,1
3056,56,18元可以返现了哈,买家咨询返现方式,56
3057,46,算了……不买了,买家要求取消退换货退款,46
3058,29,那我今天买 什么时候发货,买家催促发货,29
3059,97,你好，你们这个快递可以指定发邮政吗？,买家咨询是否可以指定快递,97
3060,52,问下补货了吗,买家咨询补货/上货时间,52
3061,74,我换货的物流信息显示你们已经签收,买家咨询商家是否收到寄回的商品,74
3062,49,好的如果到了就不用改地址了,买家要求修改收件信息,49
3063,104,怎么调换尺码啊,买家咨询退换货规则,104
3064,43,M1型号和M3型号有什么区别,买家要求改商品信息,43
3065,49,那给我发邮政哦,买家要求修改收件信息,49
3066,59,亲，换货的，什么时候寄出,买家咨询换货发货时间,59
3067,102,修改手机号,买家咨询是否有味道,102
3068,44,没有双11活动对吗,买家要求改运费,44
3069,97,怎么还不给我退钱啊,买家咨询是否可以指定快递,97
3070,43,那我要不要改成130的呢,买家要求改商品信息,43
3071,114,我的运费险什么时候补给我,买家咨询运费险赔付规则,114
3072,60,我刚拍的去角质是买一送一吗,买家咨询活动规则,60
3073,97,不要申通百世,买家咨询是否可以指定快递,97
3074,107,拜托了啊,买家咨询退货退款原因选什么,107
3075,45,收件地址是正确的,买家要求核对订单信息,45
3076,31,人人咧,买家打招呼,31
3077,105,我想问下您方寄回给我的运费由谁承担呢。,买家咨询退换货运费由谁承担,105
3078,2,蓝黑感觉也很好看,买家表达赞美/满意,2
3079,99,就这个折扣呀,买家咨询是否有活动,99
3080,27,怎么少退了3块呀,买家表示有疑问/不理解,27
3081,49,要先付款你们才能改地址吗,买家要求修改收件信息,49
3082,1,太麻烦了，我搞不来,买家表达不满/生气,1
3083,60,冬被和聚热冬被有什么区别,买家咨询活动规则,60
3084,82,电压有什么区别,买家咨询商品区别,58
3085,111,亲 查到了吗,买家咨询物流信息,111
3086,37,麻烦收件地址帮我修改一下,买家确认地址是否修改成功,37
3087,90,一盒6个多重？,买家咨询商品重量,90
3088,71,在哪儿领取呀,买家咨询如何领取优惠券,71
3089,106,我要发申通，备注里可以了吗？,买家咨询退换货支持快递,106
3090,33,有一部分还没发货的等一下我发给你帮我改一下,买家发送结束语,33
3091,54,现在拍，明天能发货吗？,买家咨询发货时间,54
3092,56,你好 我买的这两件可以返现吧,买家咨询返现方式,56
3093,97,新疆发货呢吧？,买家咨询是否可以指定快递,97
3094,31,上午好  亲,买家打招呼,31
3095,9,你好，拍错了尺码,买家表示拍错了,9
3096,58,吉林长春南关区南岭街道自由大路2476号体育学院。,买家咨询返现时间,58
3097,88,外表是黑色的吧,买家咨询商品是什么颜色,88
3098,60,我可不可以现在买双十一的价,买家咨询活动规则,60
