label,pred_label,count,true_label_des,pred_label_des,true_support,confusion_rate
110,53,1,买家咨询退款时间,买家咨询到货时间,16,0.0625
110,106,1,买家咨询退款时间,买家咨询退换货支持快递,16,0.0625
110,108,1,买家咨询退款时间,买家咨询退款金额,16,0.0625
9,32,1,买家表示拍错了,买家对特定款式/颜色表达喜好,17,0.058823529411764705
9,39,1,买家表示拍错了,买家向商家表达不好意思,17,0.058823529411764705
9,60,1,买家表示拍错了,买家咨询活动规则,17,0.058823529411764705
9,102,1,买家表示拍错了,买家咨询是否有味道,17,0.058823529411764705
92,0,1,买家咨询是否可以打折,买家抱怨商品涨价了,17,0.058823529411764705
92,1,1,买家咨询是否可以打折,买家表达不满/生气,17,0.058823529411764705
92,3,1,买家咨询是否可以打折,买家表示不想要了,17,0.058823529411764705
92,29,1,买家咨询是否可以打折,买家催促发货,17,0.058823529411764705
92,60,1,买家咨询是否可以打折,买家咨询活动规则,17,0.058823529411764705
78,60,1,买家咨询商品的色差问题,买家咨询活动规则,18,0.05555555555555555
78,61,1,买家咨询商品的色差问题,买家咨询快递单号,18,0.05555555555555555
88,19,1,买家咨询商品是什么颜色,买家表示无法下单,18,0.05555555555555555
98,7,1,买家咨询是否有好评返现,买家表示麻烦卖家，表达感谢,18,0.05555555555555555
98,38,1,买家咨询是否有好评返现,买家讨价还价,18,0.05555555555555555
98,47,1,买家咨询是否有好评返现,买家要求添加商家微信,18,0.05555555555555555
98,48,1,买家咨询是否有好评返现,买家要求退运费,18,0.05555555555555555
98,94,1,买家咨询是否有好评返现,买家咨询是否可以改价,18,0.05555555555555555
5,2,1,买家表示好的,买家表达赞美/满意,19,0.05263157894736842
5,20,1,买家表示好的,买家表示物流太慢了,19,0.05263157894736842
5,28,1,买家表示好的,买家表示再看看,19,0.05263157894736842
5,40,1,买家表示好的,买家需要商品推荐,19,0.05263157894736842
5,60,1,买家表示好的,买家咨询活动规则,19,0.05263157894736842
5,79,1,买家表示好的,买家咨询商品规格数量,19,0.05263157894736842
5,92,1,买家表示好的,买家咨询是否可以打折,19,0.05263157894736842
5,97,1,买家表示好的,买家咨询是否可以指定快递,19,0.05263157894736842
5,110,1,买家表示好的,买家咨询退款时间,19,0.05263157894736842
43,0,1,买家要求改商品信息,买家抱怨商品涨价了,19,0.05263157894736842
43,53,1,买家要求改商品信息,买家咨询到货时间,19,0.05263157894736842
43,59,1,买家要求改商品信息,买家咨询换货发货时间,19,0.05263157894736842
43,60,1,买家要求改商品信息,买家咨询活动规则,19,0.05263157894736842
43,67,1,买家要求改商品信息,买家咨询能否开发票及发票类型和寄送时间,19,0.05263157894736842
43,79,1,买家要求改商品信息,买家咨询商品规格数量,19,0.05263157894736842
43,88,1,买家要求改商品信息,买家咨询商品是什么颜色,19,0.05263157894736842
43,104,1,买家要求改商品信息,买家咨询退换货规则,19,0.05263157894736842
48,52,1,买家要求退运费,买家咨询补货/上货时间,19,0.05263157894736842
48,58,1,买家要求退运费,买家咨询返现时间,19,0.05263157894736842
48,102,1,买家要求退运费,买家咨询是否有味道,19,0.05263157894736842
89,20,1,买家咨询商品质量是否有保障,买家表示物流太慢了,19,0.05263157894736842
89,21,1,买家咨询商品质量是否有保障,买家表示先买来试试,19,0.05263157894736842
89,107,1,买家咨询商品质量是否有保障,买家咨询退货退款原因选什么,19,0.05263157894736842
89,111,1,买家咨询商品质量是否有保障,买家咨询物流信息,19,0.05263157894736842
14,7,1,买家表示稍等,买家表示麻烦卖家，表达感谢,20,0.05
14,8,1,买家表示稍等,买家表示马上下单付款,20,0.05
14,43,1,买家表示稍等,买家要求改商品信息,20,0.05
14,60,1,买家表示稍等,买家咨询活动规则,20,0.05
14,65,1,买家表示稍等,买家咨询能否定制,20,0.05
14,66,1,买家表示稍等,买家咨询能否分开/一起发货,20,0.05
14,80,1,买家表示稍等,买家咨询商品价格,20,0.05
14,106,1,买家表示稍等,买家咨询退换货支持快递,20,0.05
14,108,1,买家表示稍等,买家咨询退款金额,20,0.05
74,44,1,买家咨询商家是否收到寄回的商品,买家要求改运费,20,0.05
74,49,1,买家咨询商家是否收到寄回的商品,买家要求修改收件信息,20,0.05
74,59,1,买家咨询商家是否收到寄回的商品,买家咨询换货发货时间,20,0.05
74,69,1,买家咨询商家是否收到寄回的商品,买家咨询偏远地区是否发货,20,0.05
25,8,1,买家表示已下单付款,买家表示马上下单付款,21,0.047619047619047616
25,31,1,买家表示已下单付款,买家打招呼,21,0.047619047619047616
25,60,1,买家表示已下单付款,买家咨询活动规则,21,0.047619047619047616
25,72,1,买家表示已下单付款,买家咨询如何下单,21,0.047619047619047616
25,79,1,买家表示已下单付款,买家咨询商品规格数量,21,0.047619047619047616
25,89,1,买家表示已下单付款,买家咨询商品质量是否有保障,21,0.047619047619047616
25,104,1,买家表示已下单付款,买家咨询退换货规则,21,0.047619047619047616
46,3,1,买家要求取消退换货退款,买家表示不想要了,21,0.047619047619047616
46,82,1,买家要求取消退换货退款,买家咨询商品区别,21,0.047619047619047616
53,9,1,买家咨询到货时间,买家表示拍错了,21,0.047619047619047616
53,73,1,买家咨询到货时间,买家咨询商家发货地,21,0.047619047619047616
53,80,1,买家咨询到货时间,买家咨询商品价格,21,0.047619047619047616
71,60,1,买家咨询如何领取优惠券,买家咨询活动规则,21,0.047619047619047616
71,65,1,买家咨询如何领取优惠券,买家咨询能否定制,21,0.047619047619047616
71,104,1,买家咨询如何领取优惠券,买家咨询退换货规则,21,0.047619047619047616
102,24,1,买家咨询是否有味道,买家表示已经收到货了,21,0.047619047619047616
102,114,1,买家咨询是否有味道,买家咨询运费险赔付规则,21,0.047619047619047616
104,9,1,买家咨询退换货规则,买家表示拍错了,23,0.043478260869565216
104,19,1,买家咨询退换货规则,买家表示无法下单,23,0.043478260869565216
104,22,1,买家咨询退换货规则,买家表示需要退货退款,23,0.043478260869565216
104,43,1,买家咨询退换货规则,买家要求改商品信息,23,0.043478260869565216
104,107,1,买家咨询退换货规则,买家咨询退货退款原因选什么,23,0.043478260869565216
104,108,1,买家咨询退换货规则,买家咨询退款金额,23,0.043478260869565216
3,23,1,买家表示不想要了,买家表示要重拍,24,0.041666666666666664
3,36,1,买家表示不想要了,买家反馈收到的商品有问题,24,0.041666666666666664
3,59,1,买家表示不想要了,买家咨询换货发货时间,24,0.041666666666666664
3,60,1,买家表示不想要了,买家咨询活动规则,24,0.041666666666666664
3,62,1,买家表示不想要了,买家咨询买多件能否优惠,24,0.041666666666666664
3,72,1,买家表示不想要了,买家咨询如何下单,24,0.041666666666666664
3,92,1,买家表示不想要了,买家咨询是否可以打折,24,0.041666666666666664
3,116,1,买家表示不想要了,买家咨询赠品是否可以自选,24,0.041666666666666664
31,3,1,买家打招呼,买家表示不想要了,24,0.041666666666666664
31,30,1,买家打招呼,买家催促回复,24,0.041666666666666664
31,75,1,买家打招呼,买家咨询商品包装,24,0.041666666666666664
31,97,1,买家打招呼,买家咨询是否可以指定快递,24,0.041666666666666664
77,1,1,买家咨询商品的材质/面料,买家表达不满/生气,26,0.038461538461538464
77,23,1,买家咨询商品的材质/面料,买家表示要重拍,26,0.038461538461538464
77,81,1,买家咨询商品的材质/面料,买家咨询商品具体尺码尺寸,26,0.038461538461538464
77,86,1,买家咨询商品的材质/面料,买家咨询商品是否有赠品,26,0.038461538461538464
77,92,1,买家咨询商品的材质/面料,买家咨询是否可以打折,26,0.038461538461538464
77,103,1,买家咨询商品的材质/面料,买家咨询退换货地址,26,0.038461538461538464
111,6,1,买家咨询物流信息,买家表示具体时间寄回去,26,0.038461538461538464
111,25,1,买家咨询物流信息,买家表示已下单付款,26,0.038461538461538464
111,40,1,买家咨询物流信息,买家需要商品推荐,26,0.038461538461538464
111,46,1,买家咨询物流信息,买家要求取消退换货退款,26,0.038461538461538464
111,60,1,买家咨询物流信息,买家咨询活动规则,26,0.038461538461538464
111,92,1,买家咨询物流信息,买家咨询是否可以打折,26,0.038461538461538464
111,109,1,买家咨询物流信息,买家咨询退款去向,26,0.038461538461538464
7,21,1,买家表示麻烦卖家，表达感谢,买家表示先买来试试,27,0.037037037037037035
7,23,1,买家表示麻烦卖家，表达感谢,买家表示要重拍,27,0.037037037037037035
7,25,1,买家表示麻烦卖家，表达感谢,买家表示已下单付款,27,0.037037037037037035
7,60,1,买家表示麻烦卖家，表达感谢,买家咨询活动规则,27,0.037037037037037035
7,67,1,买家表示麻烦卖家，表达感谢,买家咨询能否开发票及发票类型和寄送时间,27,0.037037037037037035
7,88,1,买家表示麻烦卖家，表达感谢,买家咨询商品是什么颜色,27,0.037037037037037035
52,1,1,买家咨询补货/上货时间,买家表达不满/生气,27,0.037037037037037035
52,15,1,买家咨询补货/上货时间,买家表示是老顾客,27,0.037037037037037035
52,32,1,买家咨询补货/上货时间,买家对特定款式/颜色表达喜好,27,0.037037037037037035
52,58,1,买家咨询补货/上货时间,买家咨询返现时间,27,0.037037037037037035
52,68,1,买家咨询补货/上货时间,买家咨询能否提前享受优惠,27,0.037037037037037035
52,82,1,买家咨询补货/上货时间,买家咨询商品区别,27,0.037037037037037035
52,87,1,买家咨询补货/上货时间,买家咨询商品是否有质保，质保多久,27,0.037037037037037035
52,93,1,买家咨询补货/上货时间,买家咨询是否可以发顺丰,27,0.037037037037037035
52,99,1,买家咨询补货/上货时间,买家咨询是否有活动,27,0.037037037037037035
52,113,1,买家咨询补货/上货时间,买家咨询运费金额,27,0.037037037037037035
23,8,1,买家表示要重拍,买家表示马上下单付款,29,0.034482758620689655
23,19,1,买家表示要重拍,买家表示无法下单,29,0.034482758620689655
23,49,1,买家表示要重拍,买家要求修改收件信息,29,0.034482758620689655
23,62,1,买家表示要重拍,买家咨询买多件能否优惠,29,0.034482758620689655
23,84,1,买家表示要重拍,买家咨询商品是不是预售款,29,0.034482758620689655
23,90,1,买家表示要重拍,买家咨询商品重量,29,0.034482758620689655
23,97,1,买家表示要重拍,买家咨询是否可以指定快递,29,0.034482758620689655
23,104,1,买家表示要重拍,买家咨询退换货规则,29,0.034482758620689655
65,12,1,买家咨询能否定制,买家表示商家发错货了,31,0.03225806451612903
65,82,1,买家咨询能否定制,买家咨询商品区别,31,0.03225806451612903
105,14,1,买家咨询退换货运费由谁承担,买家表示稍等,34,0.029411764705882353
105,29,1,买家咨询退换货运费由谁承担,买家催促发货,34,0.029411764705882353
105,48,1,买家咨询退换货运费由谁承担,买家要求退运费,34,0.029411764705882353
105,54,1,买家咨询退换货运费由谁承担,买家咨询发货时间,34,0.029411764705882353
105,64,1,买家咨询退换货运费由谁承担,买家咨询能否到付,34,0.029411764705882353
105,93,1,买家咨询退换货运费由谁承担,买家咨询是否可以发顺丰,34,0.029411764705882353
105,104,1,买家咨询退换货运费由谁承担,买家咨询退换货规则,34,0.029411764705882353
29,20,1,买家催促发货,买家表示物流太慢了,35,0.02857142857142857
29,25,1,买家催促发货,买家表示已下单付款,35,0.02857142857142857
29,49,1,买家催促发货,买家要求修改收件信息,35,0.02857142857142857
29,50,1,买家催促发货,买家要求延迟发货,35,0.02857142857142857
29,53,1,买家催促发货,买家咨询到货时间,35,0.02857142857142857
29,62,1,买家催促发货,买家咨询买多件能否优惠,35,0.02857142857142857
29,86,1,买家催促发货,买家咨询商品是否有赠品,35,0.02857142857142857
22,7,1,买家表示需要退货退款,买家表示麻烦卖家，表达感谢,37,0.02702702702702703
22,27,1,买家表示需要退货退款,买家表示有疑问/不理解,37,0.02702702702702703
22,77,1,买家表示需要退货退款,买家咨询商品的材质/面料,37,0.02702702702702703
22,104,1,买家表示需要退货退款,买家咨询退换货规则,37,0.02702702702702703
22,108,1,买家表示需要退货退款,买家咨询退款金额,37,0.02702702702702703
54,7,1,买家咨询发货时间,买家表示麻烦卖家，表达感谢,39,0.02564102564102564
54,22,1,买家咨询发货时间,买家表示需要退货退款,39,0.02564102564102564
54,50,1,买家咨询发货时间,买家要求延迟发货,39,0.02564102564102564
54,53,1,买家咨询发货时间,买家咨询到货时间,39,0.02564102564102564
54,60,1,买家咨询发货时间,买家咨询活动规则,39,0.02564102564102564
54,69,1,买家咨询发货时间,买家咨询偏远地区是否发货,39,0.02564102564102564
54,79,1,买家咨询发货时间,买家咨询商品规格数量,39,0.02564102564102564
79,38,1,买家咨询商品规格数量,买家讨价还价,45,0.022222222222222223
79,50,1,买家咨询商品规格数量,买家要求延迟发货,45,0.022222222222222223
79,71,1,买家咨询商品规格数量,买家咨询如何领取优惠券,45,0.022222222222222223
79,80,1,买家咨询商品规格数量,买家咨询商品价格,45,0.022222222222222223
67,7,1,买家咨询能否开发票及发票类型和寄送时间,买家表示麻烦卖家，表达感谢,46,0.021739130434782608
67,22,1,买家咨询能否开发票及发票类型和寄送时间,买家表示需要退货退款,46,0.021739130434782608
67,66,1,买家咨询能否开发票及发票类型和寄送时间,买家咨询能否分开/一起发货,46,0.021739130434782608
67,71,1,买家咨询能否开发票及发票类型和寄送时间,买家咨询如何领取优惠券,46,0.021739130434782608
49,14,1,买家要求修改收件信息,买家表示稍等,47,0.02127659574468085
49,25,1,买家要求修改收件信息,买家表示已下单付款,47,0.02127659574468085
49,35,1,买家要求修改收件信息,买家发送支付宝账号,47,0.02127659574468085
49,37,1,买家要求修改收件信息,买家确认地址是否修改成功,47,0.02127659574468085
49,66,1,买家要求修改收件信息,买家咨询能否分开/一起发货,47,0.02127659574468085
49,103,1,买家要求修改收件信息,买家咨询退换货地址,47,0.02127659574468085
97,6,1,买家咨询是否可以指定快递,买家表示具体时间寄回去,47,0.02127659574468085
97,24,1,买家咨询是否可以指定快递,买家表示已经收到货了,47,0.02127659574468085
97,48,1,买家咨询是否可以指定快递,买家要求退运费,47,0.02127659574468085
97,49,1,买家咨询是否可以指定快递,买家要求修改收件信息,47,0.02127659574468085
97,73,1,买家咨询是否可以指定快递,买家咨询商家发货地,47,0.02127659574468085
97,105,1,买家咨询是否可以指定快递,买家咨询退换货运费由谁承担,47,0.02127659574468085
97,111,1,买家咨询是否可以指定快递,买家咨询物流信息,47,0.02127659574468085
99,1,1,买家咨询是否有活动,买家表达不满/生气,47,0.02127659574468085
99,38,1,买家咨询是否有活动,买家讨价还价,47,0.02127659574468085
99,49,1,买家咨询是否有活动,买家要求修改收件信息,47,0.02127659574468085
99,86,1,买家咨询是否有活动,买家咨询商品是否有赠品,47,0.02127659574468085
99,94,1,买家咨询是否有活动,买家咨询是否可以改价,47,0.02127659574468085
86,1,1,买家咨询商品是否有赠品,买家表达不满/生气,51,0.0196078431372549
86,20,1,买家咨询商品是否有赠品,买家表示物流太慢了,51,0.0196078431372549
86,29,1,买家咨询商品是否有赠品,买家催促发货,51,0.0196078431372549
86,49,1,买家咨询商品是否有赠品,买家要求修改收件信息,51,0.0196078431372549
86,50,1,买家咨询商品是否有赠品,买家要求延迟发货,51,0.0196078431372549
86,56,1,买家咨询商品是否有赠品,买家咨询返现方式,51,0.0196078431372549
86,60,1,买家咨询商品是否有赠品,买家咨询活动规则,51,0.0196078431372549
86,75,1,买家咨询商品是否有赠品,买家咨询商品包装,51,0.0196078431372549
86,82,1,买家咨询商品是否有赠品,买家咨询商品区别,51,0.0196078431372549
86,87,1,买家咨询商品是否有赠品,买家咨询商品是否有质保，质保多久,51,0.0196078431372549
86,97,1,买家咨询商品是否有赠品,买家咨询是否可以指定快递,51,0.0196078431372549
86,112,1,买家咨询商品是否有赠品,买家咨询优惠券使用规则,51,0.0196078431372549
90,42,1,买家咨询商品重量,买家要求发货检查,58,0.017241379310344827
90,55,1,买家咨询商品重量,买家咨询发什么快递,58,0.017241379310344827
90,75,1,买家咨询商品重量,买家咨询商品包装,58,0.017241379310344827
90,79,1,买家咨询商品重量,买家咨询商品规格数量,58,0.017241379310344827
90,80,1,买家咨询商品重量,买家咨询商品价格,58,0.017241379310344827
90,97,1,买家咨询商品重量,买家咨询是否可以指定快递,58,0.017241379310344827
90,113,1,买家咨询商品重量,买家咨询运费金额,58,0.017241379310344827
1,2,1,买家表达不满/生气,买家表达赞美/满意,60,0.016666666666666666
1,3,1,买家表达不满/生气,买家表示不想要了,60,0.016666666666666666
1,7,1,买家表达不满/生气,买家表示麻烦卖家，表达感谢,60,0.016666666666666666
1,9,1,买家表达不满/生气,买家表示拍错了,60,0.016666666666666666
1,12,1,买家表达不满/生气,买家表示商家发错货了,60,0.016666666666666666
1,13,1,买家表达不满/生气,买家表示商品已经寄回去了,60,0.016666666666666666
1,20,1,买家表达不满/生气,买家表示物流太慢了,60,0.016666666666666666
1,41,1,买家表达不满/生气,买家要求补偿,60,0.016666666666666666
1,48,1,买家表达不满/生气,买家要求退运费,60,0.016666666666666666
1,61,1,买家表达不满/生气,买家咨询快递单号,60,0.016666666666666666
1,89,1,买家表达不满/生气,买家咨询商品质量是否有保障,60,0.016666666666666666
1,93,1,买家表达不满/生气,买家咨询是否可以发顺丰,60,0.016666666666666666
1,106,1,买家表达不满/生气,买家咨询退换货支持快递,60,0.016666666666666666
1,108,1,买家表达不满/生气,买家咨询退款金额,60,0.016666666666666666
82,5,1,买家咨询商品区别,买家表示好的,76,0.013157894736842105
82,36,1,买家咨询商品区别,买家反馈收到的商品有问题,76,0.013157894736842105
82,40,1,买家咨询商品区别,买家需要商品推荐,76,0.013157894736842105
82,60,1,买家咨询商品区别,买家咨询活动规则,76,0.013157894736842105
82,75,1,买家咨询商品区别,买家咨询商品包装,76,0.013157894736842105
82,77,1,买家咨询商品区别,买家咨询商品的材质/面料,76,0.013157894736842105
82,88,1,买家咨询商品区别,买家咨询商品是什么颜色,76,0.013157894736842105
82,97,1,买家咨询商品区别,买家咨询是否可以指定快递,76,0.013157894736842105
60,0,1,买家咨询活动规则,买家抱怨商品涨价了,119,0.008403361344537815
60,26,1,买家咨询活动规则,买家表示优惠券无法使用,119,0.008403361344537815
60,43,1,买家咨询活动规则,买家要求改商品信息,119,0.008403361344537815
60,52,1,买家咨询活动规则,买家咨询补货/上货时间,119,0.008403361344537815
60,56,1,买家咨询活动规则,买家咨询返现方式,119,0.008403361344537815
60,64,1,买家咨询活动规则,买家咨询能否到付,119,0.008403361344537815
60,71,1,买家咨询活动规则,买家咨询如何领取优惠券,119,0.008403361344537815
60,72,1,买家咨询活动规则,买家咨询如何下单,119,0.008403361344537815
60,79,1,买家咨询活动规则,买家咨询商品规格数量,119,0.008403361344537815
60,107,1,买家咨询活动规则,买家咨询退货退款原因选什么,119,0.008403361344537815
