id,label,sentence,label_des,true_label,pred_label,true_label_des,pred_label_des,true_prob,pred_prob,prob_gap,is_correct
10432,90,一盒是70克？,买家咨询商品重量,90,75,买家咨询商品重量,买家咨询商品包装,0.07606875896453857,0.11803184449672699,0.041963085532188416,False
10433,0,这头是什么材质？,买家抱怨商品涨价了,0,77,买家抱怨商品涨价了,买家咨询商品的材质/面料,0.004004518035799265,0.24768094718456268,0.24367642914876342,False
10436,112,可以和我一起叠加优惠吗？,买家咨询优惠券使用规则,112,99,买家咨询优惠券使用规则,买家咨询是否有活动,0.04518615081906319,0.10483239591121674,0.05964624509215355,False
10438,57,我问的问题你还没回答,买家咨询返现金额,57,30,买家咨询返现金额,买家催促回复,0.004165204707533121,0.2050696164369583,0.2009044117294252,False
10440,25,208克大约有多少个,买家表示已下单付款,25,79,买家表示已下单付款,买家咨询商品规格数量,0.0024471955839544535,0.37027379870414734,0.3678266031201929,False
10445,100,那买家秀有吗,买家咨询是否有买家秀,100,99,买家咨询是否有买家秀,买家咨询是否有活动,0.03792928531765938,0.06370200961828232,0.02577272430062294,False
10447,60,啥时候有买一送一活动呀,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.15130551159381866,0.20934002101421356,0.0580345094203949,False
10448,9,不好意思，这个拍错码了,买家表示拍错了,9,39,买家表示拍错了,买家向商家表达不好意思,0.09664423763751984,0.42702096700668335,0.3303767293691635,False
10450,14,就不能优先发货吗 /:018,买家表示稍等,14,66,买家表示稍等,买家咨询能否分开/一起发货,0.0028697240632027388,0.05942058190703392,0.05655085784383118,False
10451,99,有啥优惠不还,买家咨询是否有活动,99,62,买家咨询是否有活动,买家咨询买多件能否优惠,0.18681788444519043,0.33221709728240967,0.14539921283721924,False
10452,95,升级绒和普通版的有什么区别,买家咨询是否可以拒收,95,82,买家咨询是否可以拒收,买家咨询商品区别,0.022985024377703667,0.30337849259376526,0.2803934682160616,False
10456,29,那就明天一早发吧，,买家催促发货,29,54,买家催促发货,买家咨询发货时间,0.06971586495637894,0.23478373885154724,0.1650678738951683,False
10459,60,买四盒送7盒是吗,买家咨询活动规则,60,86,买家咨询活动规则,买家咨询商品是否有赠品,0.1023966372013092,0.12417783588171005,0.02178119868040085,False
10460,74,赠品退款可以到了吧？,买家咨询商家是否收到寄回的商品,74,110,买家咨询商家是否收到寄回的商品,买家咨询退款时间,0.07009202986955643,0.21694692969322205,0.14685489982366562,False
10462,16,那么就是和图片有色差？,买家表示收件信息不需要修改了,16,78,买家表示收件信息不需要修改了,买家咨询商品的色差问题,0.0010503758676350117,0.4043717682361603,0.40332139236852527,False
10465,26,我要全部都是黑色的,买家表示优惠券无法使用,26,88,买家表示优惠券无法使用,买家咨询商品是什么颜色,0.003084867261350155,0.20128268003463745,0.1981978127732873,False
10466,60,新客户送奶粉吗,买家咨询活动规则,60,86,买家咨询活动规则,买家咨询商品是否有赠品,0.024088365957140923,0.40608254075050354,0.3819941747933626,False
10474,90,这个是4斤？,买家咨询商品重量,90,81,买家咨询商品重量,买家咨询商品具体尺码尺寸,0.12636330723762512,0.14003720879554749,0.013673901557922363,False
10479,0,您好！能定制吗,买家抱怨商品涨价了,0,65,买家抱怨商品涨价了,买家咨询能否定制,0.002234895247966051,0.48036450147628784,0.4781296062283218,False
10482,112,拖地款和水洗蓝有什么区别,买家咨询优惠券使用规则,112,82,买家咨询优惠券使用规则,买家咨询商品区别,0.09963472187519073,0.32915306091308594,0.2295183390378952,False
10486,16,微信号码？,买家表示收件信息不需要修改了,16,47,买家表示收件信息不需要修改了,买家要求添加商家微信,0.009556521661579609,0.23669227957725525,0.22713575791567564,False
10487,4,有没有混和的啊,买家表示地址正确,4,78,买家表示地址正确,买家咨询商品的色差问题,0.004904091823846102,0.14059285819530487,0.13568876637145877,False
10494,60,为什么我优惠群抢不到,买家咨询活动规则,60,71,买家咨询活动规则,买家咨询如何领取优惠券,0.026011090725660324,0.16464850306510925,0.13863741233944893,False
10496,95,今天买可以今天发货不？发顺丰,买家咨询是否可以拒收,95,93,买家咨询是否可以拒收,买家咨询是否可以发顺丰,0.002908538794144988,0.6067367196083069,0.6038281808141619,False
10497,12,我买的这件大衣，写着黑色，可不是纯黑色,买家表示商家发错货了,12,88,买家表示商家发错货了,买家咨询商品是什么颜色,0.08963107317686081,0.22351191937923431,0.1338808462023735,False
10502,97,记得中通快递哦,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.27323850989341736,0.3367784321308136,0.06353992223739624,False
10504,98,满五星就可以返现,买家咨询是否有好评返现,98,58,买家咨询是否有好评返现,买家咨询返现时间,0.10900554060935974,0.29656270146369934,0.1875571608543396,False
10505,97,我真的收不到了,买家咨询是否可以指定快递,97,110,买家咨询是否可以指定快递,买家咨询退款时间,0.028169209137558937,0.09630455076694489,0.06813534162938595,False
10511,60,这个参与400减50嘛,买家咨询活动规则,60,14,买家咨询活动规则,买家表示稍等,0.04572069272398949,0.08409222215414047,0.038371529430150986,False
10512,73,这个物流怎么了,买家咨询商家发货地,73,111,买家咨询商家发货地,买家咨询物流信息,0.00949416495859623,0.45673686265945435,0.4472426977008581,False
10516,72,怎么拍第二件就得半价,买家咨询如何下单,72,62,买家咨询如何下单,买家咨询买多件能否优惠,0.031799811869859695,0.13503676652908325,0.10323695465922356,False
10517,55,好的，谢谢，我还没去拿快递呢,买家咨询发什么快递,55,7,买家咨询发什么快递,买家表示麻烦卖家，表达感谢,0.01756121776998043,0.20580054819583893,0.1882393304258585,False
10518,57,我直接下单定制吗？,买家咨询返现金额,57,65,买家咨询返现金额,买家咨询能否定制,0.00738626578822732,0.2984243929386139,0.29103812715038657,False
10523,95,那个运费险不退的么,买家咨询是否可以拒收,95,114,买家咨询是否可以拒收,买家咨询运费险赔付规则,0.0007296738331206143,0.737493634223938,0.7367639603908174,False
10524,92,双11拍两件五折优惠是吗,买家咨询是否可以打折,92,62,买家咨询是否可以打折,买家咨询买多件能否优惠,0.09446284174919128,0.22533661127090454,0.13087376952171326,False
10527,55,发什么快递？我是内蒙古的,买家咨询发什么快递,55,69,买家咨询发什么快递,买家咨询偏远地区是否发货,0.06823625415563583,0.08561861515045166,0.017382360994815826,False
10528,90,那我这里退回去的话运费怎么算,买家咨询商品重量,90,113,买家咨询商品重量,买家咨询运费金额,0.0028343633748590946,0.4524199664592743,0.4495856030844152,False
10529,1,这个客服的服务态度真的只值一颗星,买家表达不满/生气,1,2,买家表达不满/生气,买家表达赞美/满意,0.013584252446889877,0.5220907926559448,0.508506540209055,False
10533,80,粉色和蓝色有什么区别吗,买家咨询商品价格,80,82,买家咨询商品价格,买家咨询商品区别,0.002978291129693389,0.26695945858955383,0.26398116745986044,False
10536,104,15天内是不是可以退换。,买家咨询退换货规则,104,110,买家咨询退换货规则,买家咨询退款时间,0.12750323116779327,0.14927974343299866,0.021776512265205383,False
10537,4,咱们这个商品可以发中通吗,买家表示地址正确,4,106,买家表示地址正确,买家咨询退换货支持快递,0.0018690860597416759,0.36094897985458374,0.35907989379484206,False
10540,0,你好！买二送一挂钩必须是同款的吗?,买家抱怨商品涨价了,0,60,买家抱怨商品涨价了,买家咨询活动规则,0.03177376836538315,0.27256301045417786,0.2407892420887947,False
10544,76,是太过分了,买家咨询商品产地,76,1,买家咨询商品产地,买家表达不满/生气,0.0025380298029631376,0.3673475682735443,0.3648095384705812,False
10545,60,这个买一送一？都送吗,买家咨询活动规则,60,86,买家咨询活动规则,买家咨询商品是否有赠品,0.1305474042892456,0.19747593998908997,0.06692853569984436,False
10546,2,问你这个是59块多，是买2送1吗？,买家表达赞美/满意,2,80,买家表达赞美/满意,买家咨询商品价格,0.0029258099384605885,0.21694691479206085,0.21402110485360026,False
10547,22,好的，感谢，您先忙,买家表示需要退货退款,22,7,买家表示需要退货退款,买家表示麻烦卖家，表达感谢,0.006572037935256958,0.22792953252792358,0.22135749459266663,False
10550,29,前天晚上买的，现在还没发货呢？什么时候发,买家催促发货,29,54,买家催促发货,买家咨询发货时间,0.1733386069536209,0.27018219232559204,0.09684358537197113,False
10552,99,那到了双十一是不是比较优惠,买家咨询是否有活动,99,62,买家咨询是否有活动,买家咨询买多件能否优惠,0.20579874515533447,0.24945028126239777,0.04365153610706329,False
10553,89,你好！我怎么没有看到我的物流信息呢？,买家咨询商品质量是否有保障,89,111,买家咨询商品质量是否有保障,买家咨询物流信息,0.005906980484724045,0.4579479396343231,0.4520409591495991,False
10555,55,直接邮政不行吗,买家咨询发什么快递,55,97,买家咨询发什么快递,买家咨询是否可以指定快递,0.14389844238758087,0.2766583263874054,0.13275988399982452,False
10556,14,帮我备注一下寄圆通。,买家表示稍等,14,106,买家表示稍等,买家咨询退换货支持快递,0.0008472033077850938,0.2791147828102112,0.2782675795024261,False
10558,83,亲现在还买2送1吗,买家咨询商品上新时间,83,60,买家咨询商品上新时间,买家咨询活动规则,0.008800188079476357,0.30904337763786316,0.3002431895583868,False
10560,49,地址改成上一次的,买家要求修改收件信息,49,37,买家要求修改收件信息,买家确认地址是否修改成功,0.17792880535125732,0.21161875128746033,0.033689945936203,False
10565,24,这款宝贝早就加购了，以为双十二会有活动，结果越等越贵 /:018,买家表示已经收到货了,24,0,买家表示已经收到货了,买家抱怨商品涨价了,0.0032789339311420918,0.24441713094711304,0.24113819701597095,False
10567,80,后面还要出多少钱呢,买家咨询商品价格,80,113,买家咨询商品价格,买家咨询运费金额,0.057845547795295715,0.45656463503837585,0.39871908724308014,False
10569,90,四包五百克的？,买家咨询商品重量,90,79,买家咨询商品重量,买家咨询商品规格数量,0.12920890748500824,0.18486298620700836,0.05565407872200012,False
10571,1,行啊，你求我,买家表达不满/生气,1,33,买家表达不满/生气,买家发送结束语,0.056114207953214645,0.11830390244722366,0.06218969449400902,False
10572,113,这个的贴纸没有单独卖吗,买家咨询运费金额,113,85,买家咨询运费金额,买家咨询商品是否可以单买/单卖,0.0007501149666495621,0.5890499949455261,0.5882998799788766,False
10575,28,奥，我收到货你再返给我10元呗,买家表示再看看,28,57,买家表示再看看,买家咨询返现金额,0.0033235170412808657,0.5417481064796448,0.5384245894383639,False
10576,1,你们这家效率好慢啊,买家表达不满/生气,1,20,买家表达不满/生气,买家表示物流太慢了,0.011256735771894455,0.43937936425209045,0.428122628480196,False
10577,92,你看看什么时候能发，时间长了我就不要了。,买家咨询是否可以打折,92,3,买家咨询是否可以打折,买家表示不想要了,0.004307818133383989,0.3013592064380646,0.2970513883046806,False
10580,13,10.20号就寄回去了的,买家表示商品已经寄回去了,13,6,买家表示商品已经寄回去了,买家表示具体时间寄回去,0.2564997673034668,0.29709580540657043,0.04059603810310364,False
10582,108,指定邮政快递,买家咨询退款金额,108,97,买家咨询退款金额,买家咨询是否可以指定快递,0.001607957063242793,0.4959258735179901,0.4943179164547473,False
10584,111,快递无法中转，给个消息啊,买家咨询物流信息,111,20,买家咨询物流信息,买家表示物流太慢了,0.08129261434078217,0.1506820023059845,0.06938938796520233,False
10585,49,地址错了  能改嘛,买家要求修改收件信息,49,37,买家要求修改收件信息,买家确认地址是否修改成功,0.10335517674684525,0.2079910933971405,0.10463591665029526,False
10588,0,我的时间很宝贵,买家抱怨商品涨价了,0,79,买家抱怨商品涨价了,买家咨询商品规格数量,0.028406234458088875,0.04384826868772507,0.015442034229636192,False
10589,49,地址错了，等一下,买家要求修改收件信息,49,14,买家要求修改收件信息,买家表示稍等,0.013377989642322063,0.39095380902290344,0.3775758193805814,False
10593,22,不是定制30吗怎么会小,买家表示需要退货退款,22,65,买家表示需要退货退款,买家咨询能否定制,0.004019586369395256,0.21142546832561493,0.20740588195621967,False
10594,25,店家你好,买家表示已下单付款,25,31,买家表示已下单付款,买家打招呼,0.0014527329476550221,0.7239466905593872,0.7224939576117322,False
10597,83,你给我查下，是物流没更新，还是没发货,买家咨询商品上新时间,83,29,买家咨询商品上新时间,买家催促发货,0.0066487230360507965,0.15610139071941376,0.14945266768336296,False
10601,77,我是你们家回头客了，这款最低多少钱,买家咨询商品的材质/面料,77,38,买家咨询商品的材质/面料,买家讨价还价,0.0013758543645963073,0.40951552987098694,0.40813967550639063,False
10603,23,我拍的是预售？,买家表示要重拍,23,84,买家表示要重拍,买家咨询商品是不是预售款,0.001682783244177699,0.7471138834953308,0.7454311002511531,False
10604,60,我签满35天了 怎么没有优惠卷,买家咨询活动规则,60,71,买家咨询活动规则,买家咨询如何领取优惠券,0.008645717985928059,0.5174053907394409,0.5087596727535129,False
10605,95,你好，换的货哪天能发货吗？,买家咨询是否可以拒收,95,59,买家咨询是否可以拒收,买家咨询换货发货时间,0.009226826950907707,0.22534112632274628,0.21611429937183857,False
10606,5,我的物流都没动啊,买家表示好的,5,20,买家表示好的,买家表示物流太慢了,0.0025056444574147463,0.4236178696155548,0.42111222515814006,False
10608,97,怎么不给我寄申通呢,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.09247151762247086,0.4922468066215515,0.39977528899908066,False
10620,42,你们寄的什么号，我买的S，你给我寄XL,买家要求发货检查,42,61,买家要求发货检查,买家咨询快递单号,0.005414919927716255,0.267085462808609,0.26167054288089275,False
10621,24,500克不是虾的净重吗？,买家表示已经收到货了,24,90,买家表示已经收到货了,买家咨询商品重量,0.0010317168198525906,0.36410897970199585,0.36307726288214326,False
10623,22,现在还要退吗？,买家表示需要退货退款,22,108,买家表示需要退货退款,买家咨询退款金额,0.07222126424312592,0.21597662568092346,0.14375536143779755,False
10625,97,不要寄百世快递给我,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.09243720024824142,0.3513506054878235,0.25891340523958206,False
10627,30,蚊帐能订做吗？,买家催促回复,30,65,买家催促回复,买家咨询能否定制,0.001180790364742279,0.6024684309959412,0.6012876406311989,False
10632,109,怎么退呀返还支付宝吗？,买家咨询退款去向,109,56,买家咨询退款去向,买家咨询返现方式,0.34578564763069153,0.38176169991493225,0.03597605228424072,False
10633,104,没洗的原因,买家咨询退换货规则,104,43,买家咨询退换货规则,买家要求改商品信息,0.04293575510382652,0.08166464418172836,0.03872888907790184,False
10637,3,你好我想换码重拍,买家表示不想要了,3,23,买家表示不想要了,买家表示要重拍,0.005120602902024984,0.3685847818851471,0.3634641789831221,False
10643,8,免费得睡裤的活动，我要下单了,买家表示马上下单付款,8,99,买家表示马上下单付款,买家咨询是否有活动,0.02696346491575241,0.1353931576013565,0.1084296926856041,False
10646,86,送叉吗,买家咨询商品是否有赠品,86,17,买家咨询商品是否有赠品,买家表示送人的,0.04565297067165375,0.05587867274880409,0.010225702077150345,False
10649,110,除非给我钱,买家咨询退款时间,110,108,买家咨询退款时间,买家咨询退款金额,0.01910255290567875,0.09675233066082001,0.07764977775514126,False
10650,19,你好，今天拍下还能发货吗,买家表示无法下单,19,54,买家表示无法下单,买家咨询发货时间,0.01017811056226492,0.43658795952796936,0.42640984896570444,False
10651,80,这款团购最低多少钱,买家咨询商品价格,80,38,买家咨询商品价格,买家讨价还价,0.036918755620718,0.34872278571128845,0.31180403009057045,False
10652,99,这款马甲我们要是买的多有优惠吗？,买家咨询是否有活动,99,62,买家咨询是否有活动,买家咨询买多件能否优惠,0.20761418342590332,0.31562963128089905,0.10801544785499573,False
10653,60,选项是买-500kg*2 送同款,买家咨询活动规则,60,86,买家咨询活动规则,买家咨询商品是否有赠品,0.08825119584798813,0.12815235555171967,0.03990115970373154,False
10656,60,9.9号灰色按键款599元还能用津贴少几十元吗,买家咨询活动规则,60,41,买家咨询活动规则,买家要求补偿,0.03160278871655464,0.28180503845214844,0.2502022497355938,False
10659,80,那有礼品是多少钱了,买家咨询商品价格,80,113,买家咨询商品价格,买家咨询运费金额,0.11553656309843063,0.3387620151042938,0.2232254520058632,False
10669,60,这种的话 是双11用不了5元的红包是吗,买家咨询活动规则,60,84,买家咨询活动规则,买家咨询商品是不是预售款,0.0225193053483963,0.11097463220357895,0.08845532685518265,False
10670,60,这款衣服参加双十二活动吗？,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.015598343685269356,0.10165625065565109,0.08605790697038174,False
10673,82,不一样的？,买家咨询商品区别,82,5,买家咨询商品区别,买家表示好的,0.06006980687379837,0.06818502396345139,0.008115217089653015,False
10674,4,可以发中通吗，,买家表示地址正确,4,106,买家表示地址正确,买家咨询退换货支持快递,0.0019750201608985662,0.3803260326385498,0.37835101247765124,False
10675,88,马上退款,买家咨询商品是什么颜色,88,22,买家咨询商品是什么颜色,买家表示需要退货退款,0.003839296754449606,0.16681545972824097,0.16297616297379136,False
10677,77,我有家童装店，如果在你家拿货，可以有多少折扣,买家咨询商品的材质/面料,77,92,买家咨询商品的材质/面料,买家咨询是否可以打折,0.0010657409438863397,0.5752595663070679,0.5741938253631815,False
10679,33,香辣味的是什么包装的？,买家发送结束语,33,75,买家发送结束语,买家咨询商品包装,0.002463338430970907,0.6393068432807922,0.6368435048498213,False
10680,35,老顾客也没有优惠嘛,买家发送支付宝账号,35,38,买家发送支付宝账号,买家讨价还价,0.0015154079301282763,0.21804898977279663,0.21653358184266835,False
10681,14,你好，我已经收到货了～买一送一的钱是怎么退呢,买家表示稍等,14,60,买家表示稍等,买家咨询活动规则,0.003630246501415968,0.17982986569404602,0.17619961919263005,False
10682,94,我的枕头有备注修改地址的，要寄到江西去哈,买家咨询是否可以改价,94,16,买家咨询是否可以改价,买家表示收件信息不需要修改了,0.004171471577137709,0.16243427991867065,0.15826280834153295,False
10684,4,宝贝收到了，麻烦你开发票吧,买家表示地址正确,4,67,买家表示地址正确,买家咨询能否开发票及发票类型和寄送时间,0.007096294779330492,0.2958456575870514,0.2887493628077209,False
10688,79,拍200克送200克吗,买家咨询商品规格数量,79,80,买家咨询商品规格数量,买家咨询商品价格,0.05718649551272392,0.21520119905471802,0.1580147035419941,False
10694,105,这几件可以今天发顺丰么,买家咨询退换货运费由谁承担,105,93,买家咨询退换货运费由谁承担,买家咨询是否可以发顺丰,0.003394735511392355,0.703467607498169,0.7000728719867766,False
10697,97,好吧，帮我发中通吧。,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.14789657294750214,0.4442645311355591,0.29636795818805695,False
10698,6,怎么加微信又回,买家表示具体时间寄回去,6,47,买家表示具体时间寄回去,买家要求添加商家微信,0.002315809950232506,0.6312533020973206,0.628937492147088,False
10700,10,还有好几个漏气的，压扁了，还能吃吗？,买家表示伤心难过,10,36,买家表示伤心难过,买家反馈收到的商品有问题,0.006913641933351755,0.544201135635376,0.5372874937020242,False
10702,54,这个这么快就发货了吗,买家咨询发货时间,54,29,买家咨询发货时间,买家催促发货,0.14145176112651825,0.23422376811504364,0.09277200698852539,False
10703,5,好的，我让家里人看看,买家表示好的,5,28,买家表示好的,买家表示再看看,0.031836383044719696,0.14336197078227997,0.11152558773756027,False
10704,99,在吗？有优惠吗,买家咨询是否有活动,99,62,买家咨询是否有活动,买家咨询买多件能否优惠,0.22088932991027832,0.24457764625549316,0.023688316345214844,False
10707,60,明天双11更优惠一点,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.055112000554800034,0.27765220403671265,0.2225402034819126,False
10712,62,亲 我退货你们收到了,买家咨询买多件能否优惠,62,74,买家咨询买多件能否优惠,买家咨询商家是否收到寄回的商品,0.0014134375378489494,0.4634328782558441,0.46201944071799517,False
10713,36,到中山大概多久送到呢,买家反馈收到的商品有问题,36,53,买家反馈收到的商品有问题,买家咨询到货时间,0.001042059506289661,0.4111054241657257,0.41006336465943605,False
10717,110,额  一直在揽收,买家咨询退款时间,110,24,买家咨询退款时间,买家表示已经收到货了,0.004956602118909359,0.12304672598838806,0.1180901238694787,False
10718,5,买二送一，也是送同款同数量吗,买家表示好的,5,60,买家表示好的,买家咨询活动规则,0.0026099556125700474,0.2832060158252716,0.28059606021270156,False
10719,17,是电子票吗那,买家表示送人的,17,84,买家表示送人的,买家咨询商品是不是预售款,0.0040388042107224464,0.10750085115432739,0.10346204694360495,False
10720,3,涨袋和不涨袋都是正常的吗,买家表示不想要了,3,29,买家表示不想要了,买家催促发货,0.008523429743945599,0.05643649026751518,0.047913060523569584,False
10722,12,小姐姐，我的订单编号号是什么？,买家表示商家发错货了,12,61,买家表示商家发错货了,买家咨询快递单号,0.024495434015989304,0.25018420815467834,0.22568877413868904,False
10723,105,那退回去，运费怎么算,买家咨询退换货运费由谁承担,105,113,买家咨询退换货运费由谁承担,买家咨询运费金额,0.10472968220710754,0.4401327073574066,0.3354030251502991,False
10724,64,一斤有多少？,买家咨询能否到付,64,90,买家咨询能否到付,买家咨询商品重量,0.008882395923137665,0.12230837345123291,0.11342597752809525,False
10725,80,大概要多少钱呢？,买家咨询商品价格,80,113,买家咨询商品价格,买家咨询运费金额,0.0832642912864685,0.4766390919685364,0.39337480068206787,False
10726,61,退款我的支付宝还没有收到哦,买家咨询快递单号,61,110,买家咨询快递单号,买家咨询退款时间,0.005015034228563309,0.3017260432243347,0.2967110089957714,False
10729,38,小太阳和大太阳有什么区别,买家讨价还价,38,82,买家讨价还价,买家咨询商品区别,0.0008291695266962051,0.2670944035053253,0.2662652339786291,False
10735,11,可以帮我修改地址吗？,买家表示商家发错地址,11,16,买家表示商家发错地址,买家表示收件信息不需要修改了,0.01046824175864458,0.2222098559141159,0.21174161415547132,False
10738,55,中通不行吗,买家咨询发什么快递,55,106,买家咨询发什么快递,买家咨询退换货支持快递,0.041353628039360046,0.4694173336029053,0.4280637055635452,False
10739,11,我看你已经发出来了，就不用退了,买家表示商家发错地址,11,46,买家表示商家发错地址,买家要求取消退换货退款,0.0027113615069538355,0.2849162220954895,0.28220486058853567,False
10744,14,那我明天再买,买家表示稍等,14,8,买家表示稍等,买家表示马上下单付款,0.004481782671064138,0.209780752658844,0.20529896998777986,False
10745,53,肉松饼大概价格是多少钱一个,买家咨询到货时间,53,80,买家咨询到货时间,买家咨询商品价格,0.005150762386620045,0.37327784299850464,0.3681270806118846,False
10752,82,以前买过那种鞋底跟泡沫一样的，很硬，,买家咨询商品区别,82,36,买家咨询商品区别,买家反馈收到的商品有问题,0.008341743610799313,0.11934708803892136,0.11100534442812204,False
10754,60,买三免一是什么意思,买家咨询活动规则,60,58,买家咨询活动规则,买家咨询返现时间,0.07428468763828278,0.10527023673057556,0.030985549092292786,False
10756,44,好评有啥优惠吗,买家要求改运费,44,98,买家要求改运费,买家咨询是否有好评返现,0.0012378578539937735,0.6405588388442993,0.6393209809903055,False
10757,49,已下单，买了2条,买家要求修改收件信息,49,25,买家要求修改收件信息,买家表示已下单付款,0.0014171162620186806,0.38918760418891907,0.3877704879269004,False
10768,98,嗯嗯，知道了，谢谢,买家咨询是否有好评返现,98,7,买家咨询是否有好评返现,买家表示麻烦卖家，表达感谢,0.0037938300520181656,0.5327617526054382,0.5289679225534201,False
10769,43,帮我安排发票,买家要求改商品信息,43,67,买家要求改商品信息,买家咨询能否开发票及发票类型和寄送时间,0.0032132987398654222,0.24977616965770721,0.2465628709178418,False
10771,99,你下单的这个送不送勺子,买家咨询是否有活动,99,86,买家咨询是否有活动,买家咨询商品是否有赠品,0.005099637433886528,0.5098008513450623,0.5047012139111757,False
10774,72,在想想吧,买家咨询如何下单,72,28,买家咨询如何下单,买家表示再看看,0.002012814860790968,0.5862751007080078,0.5842622858472168,False
10782,9,味道重不重,买家表示拍错了,9,102,买家表示拍错了,买家咨询是否有味道,0.0021773388143628836,0.48430296778678894,0.48212562897242606,False
10785,77,退货地址发下！,买家咨询商品的材质/面料,77,103,买家咨询商品的材质/面料,买家咨询退换货地址,0.001721482607536018,0.4039739966392517,0.4022525140317157,False
10792,98,亲现在买能改价吗,买家咨询是否有好评返现,98,94,买家咨询是否有好评返现,买家咨询是否可以改价,0.0008074858924373984,0.6768551468849182,0.6760476609924808,False
10795,31,我不懂这些东西，我是第一次买,买家打招呼,31,15,买家打招呼,买家表示是老顾客,0.0017909264424815774,0.13296222686767578,0.1311713004251942,False
10800,13,能把我换新的裤子快递单号发给我吗,买家表示商品已经寄回去了,13,61,买家表示商品已经寄回去了,买家咨询快递单号,0.001792345312424004,0.6005248427391052,0.5987324974266812,False
10803,98,怎么加，在哪加,买家咨询是否有好评返现,98,47,买家咨询是否有好评返现,买家要求添加商家微信,0.0071184830740094185,0.5391402244567871,0.5320217413827777,False
10807,77,你讲人话不？,买家咨询商品的材质/面料,77,1,买家咨询商品的材质/面料,买家表达不满/生气,0.005415254272520542,0.15538953244686127,0.14997427817434072,False
10809,27,你们限，拍不了,买家表示有疑问/不理解,27,19,买家表示有疑问/不理解,买家表示无法下单,0.005700546782463789,0.5875144600868225,0.5818139133043587,False
10815,47,/:018 /:018 /:018 我又来了,买家要求添加商家微信,47,5,买家要求添加商家微信,买家表示好的,0.011704306118190289,0.16340067982673645,0.15169637370854616,False
10817,58,可以直接打折么,买家咨询返现时间,58,92,买家咨询返现时间,买家咨询是否可以打折,0.0019821266178041697,0.6299906969070435,0.6280085702892393,False
10822,49,订单已经改过地址了吧,买家要求修改收件信息,49,37,买家要求修改收件信息,买家确认地址是否修改成功,0.1984013468027115,0.22916215658187866,0.030760809779167175,False
10829,75,棕色色差大吗,买家咨询商品包装,75,78,买家咨询商品包装,买家咨询商品的色差问题,0.002415232127532363,0.37527695298194885,0.3728617208544165,False
10830,102,自己买运费险如果不用会不会退运费险的钱？,买家咨询是否有味道,102,114,买家咨询是否有味道,买家咨询运费险赔付规则,0.0008395314798690379,0.7345084547996521,0.7336689233197831,False
10832,90,一盒多少G,买家咨询商品重量,90,75,买家咨询商品重量,买家咨询商品包装,0.03403120115399361,0.2687579095363617,0.2347267083823681,False
10833,47,先交退货申请对吗？,买家要求添加商家微信,47,22,买家要求添加商家微信,买家表示需要退货退款,0.0012739122612401843,0.3981465995311737,0.3968726872699335,False
10841,105,如果到时候穿不了 还是可以退换的吧,买家咨询退换货运费由谁承担,105,104,买家咨询退换货运费由谁承担,买家咨询退换货规则,0.004581134766340256,0.21987879276275635,0.2152976579964161,False
10843,105,不发货，退了,买家咨询退换货运费由谁承担,105,29,买家咨询退换货运费由谁承担,买家催促发货,0.0037794848904013634,0.19504380226135254,0.19126431737095118,False
10845,70,这个寄回去运费怎么算,买家咨询如何加入会员,70,113,买家咨询如何加入会员,买家咨询运费金额,0.005133011378347874,0.4665057361125946,0.46137272473424673,False
10846,51,我想要买黑色,买家要求延长收货时间,51,15,买家要求延长收货时间,买家表示是老顾客,0.00499807158485055,0.07721221446990967,0.07221414288505912,False
10848,89,在吗 可以催一下快递吗,买家咨询商品质量是否有保障,89,20,买家咨询商品质量是否有保障,买家表示物流太慢了,0.0008283681236207485,0.42707034945487976,0.426241981331259,False
10851,108,你好 请问我另外一条半价退多少钱呢,买家咨询退款金额,108,113,买家咨询退款金额,买家咨询运费金额,0.02854325994849205,0.13862642645835876,0.11008316650986671,False
10852,97,寄邮政快递吗,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.2532760798931122,0.25686904788017273,0.003592967987060547,False
10856,40,想买一斤的,买家需要商品推荐,40,81,买家需要商品推荐,买家咨询商品具体尺码尺寸,0.02380487136542797,0.04616226255893707,0.022357391193509102,False
10858,88,亲，给个双十一价吧,买家咨询商品是什么颜色,88,80,买家咨询商品是什么颜色,买家咨询商品价格,0.0011630741646513343,0.19465358555316925,0.19349051138851792,False
10859,104,大了，可以包邮退换吗！,买家咨询退换货规则,104,105,买家咨询退换货规则,买家咨询退换货运费由谁承担,0.18358470499515533,0.21386665105819702,0.030281946063041687,False
