true_label,true_label_des,pred_label,pred_label_des,count
106,买家咨询退换货支持快递,98,买家咨询是否有好评返现,1
58,买家咨询返现时间,99,买家咨询是否有活动,1
81,买家咨询商品具体尺码尺寸,61,买家咨询快递单号,1
95,买家咨询是否可以拒收,23,买家表示要重拍,1
27,买家表示有疑问/不理解,111,买家咨询物流信息,1
50,买家要求延迟发货,60,买家咨询活动规则,1
7,买家表示麻烦卖家，表达感谢,23,买家表示要重拍,1
28,买家表示再看看,99,买家咨询是否有活动,1
60,买家咨询活动规则,79,买家咨询商品规格数量,1
52,买家咨询补货/上货时间,113,买家咨询运费金额,1
40,买家需要商品推荐,76,买家咨询商品产地,1
5,买家表示好的,110,买家咨询退款时间,1
71,买家咨询如何领取优惠券,65,买家咨询能否定制,1
76,买家咨询商品产地,7,买家表示麻烦卖家，表达感谢,1
56,买家咨询返现方式,62,买家咨询买多件能否优惠,1
64,买家咨询能否到付,82,买家咨询商品区别,1
40,买家需要商品推荐,8,买家表示马上下单付款,1
62,买家咨询买多件能否优惠,92,买家咨询是否可以打折,1
100,买家咨询是否有买家秀,57,买家咨询返现金额,1
45,买家要求核对订单信息,111,买家咨询物流信息,1
81,买家咨询商品具体尺码尺寸,0,买家抱怨商品涨价了,1
14,买家表示稍等,57,买家咨询返现金额,1
43,买家要求改商品信息,88,买家咨询商品是什么颜色,1
109,买家咨询退款去向,90,买家咨询商品重量,1
51,买家要求延长收货时间,111,买家咨询物流信息,1
13,买家表示商品已经寄回去了,80,买家咨询商品价格,1
98,买家咨询是否有好评返现,110,买家咨询退款时间,1
53,买家咨询到货时间,25,买家表示已下单付款,1
52,买家咨询补货/上货时间,82,买家咨询商品区别,1
83,买家咨询商品上新时间,82,买家咨询商品区别,1
91,买家咨询什么颜色好看,65,买家咨询能否定制,1
56,买家咨询返现方式,109,买家咨询退款去向,1
113,买家咨询运费金额,30,买家催促回复,1
1,买家表达不满/生气,46,买家要求取消退换货退款,1
63,买家咨询哪款更好,5,买家表示好的,1
18,买家表示无法申请退款,23,买家表示要重拍,1
5,买家表示好的,43,买家要求改商品信息,1
95,买家咨询是否可以拒收,105,买家咨询退换货运费由谁承担,1
1,买家表达不满/生气,22,买家表示需要退货退款,1
105,买家咨询退换货运费由谁承担,14,买家表示稍等,1
107,买家咨询退货退款原因选什么,31,买家打招呼,1
81,买家咨询商品具体尺码尺寸,78,买家咨询商品的色差问题,1
97,买家咨询是否可以指定快递,111,买家咨询物流信息,1
39,买家向商家表达不好意思,82,买家咨询商品区别,1
115,买家咨询赠品何时发货,21,买家表示先买来试试,1
56,买家咨询返现方式,22,买家表示需要退货退款,1
58,买家咨询返现时间,98,买家咨询是否有好评返现,1
56,买家咨询返现方式,46,买家要求取消退换货退款,1
111,买家咨询物流信息,46,买家要求取消退换货退款,1
19,买家表示无法下单,71,买家咨询如何领取优惠券,1
71,买家咨询如何领取优惠券,60,买家咨询活动规则,1
65,买家咨询能否定制,82,买家咨询商品区别,1
96,买家咨询是否可以微信支付,1,买家表达不满/生气,1
65,买家咨询能否定制,77,买家咨询商品的材质/面料,1
16,买家表示收件信息不需要修改了,91,买家咨询什么颜色好看,1
45,买家要求核对订单信息,62,买家咨询买多件能否优惠,1
52,买家咨询补货/上货时间,93,买家咨询是否可以发顺丰,1
64,买家咨询能否到付,62,买家咨询买多件能否优惠,1
111,买家咨询物流信息,60,买家咨询活动规则,1
83,买家咨询商品上新时间,67,买家咨询能否开发票及发票类型和寄送时间,1
35,买家发送支付宝账号,98,买家咨询是否有好评返现,1
66,买家咨询能否分开/一起发货,7,买家表示麻烦卖家，表达感谢,1
98,买家咨询是否有好评返现,57,买家咨询返现金额,1
30,买家催促回复,114,买家咨询运费险赔付规则,1
53,买家咨询到货时间,73,买家咨询商家发货地,1
73,买家咨询商家发货地,94,买家咨询是否可以改价,1
47,买家要求添加商家微信,46,买家要求取消退换货退款,1
68,买家咨询能否提前享受优惠,12,买家表示商家发错货了,1
7,买家表示麻烦卖家，表达感谢,25,买家表示已下单付款,1
26,买家表示优惠券无法使用,10,买家表示伤心难过,1
117,买家咨询自己的旺旺昵称,60,买家咨询活动规则,1
99,买家咨询是否有活动,16,买家表示收件信息不需要修改了,1
111,买家咨询物流信息,25,买家表示已下单付款,1
90,买家咨询商品重量,65,买家咨询能否定制,1
18,买家表示无法申请退款,99,买家咨询是否有活动,1
56,买家咨询返现方式,54,买家咨询发货时间,1
86,买家咨询商品是否有赠品,75,买家咨询商品包装,1
10,买家表示伤心难过,105,买家咨询退换货运费由谁承担,1
51,买家要求延长收货时间,49,买家要求修改收件信息,1
74,买家咨询商家是否收到寄回的商品,73,买家咨询商家发货地,1
72,买家咨询如何下单,102,买家咨询是否有味道,1
2,买家表达赞美/满意,23,买家表示要重拍,1
69,买家咨询偏远地区是否发货,67,买家咨询能否开发票及发票类型和寄送时间,1
30,买家催促回复,82,买家咨询商品区别,1
103,买家咨询退换货地址,106,买家咨询退换货支持快递,1
63,买家咨询哪款更好,60,买家咨询活动规则,1
